Protein Name,String 1,String 2,String 3
VFG045789(gb|WP_001264082) (cgsF) curli production assembly/transport protein CsgF [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131],gb|WP_001264082,cgsF,VF1138
VFG045790(gb|WP_000833288) (cgsE) curli production assembly/transport protein CsgE [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131],gb|WP_000833288,cgsE,VF1138
VFG045791(gb|WP_000481500) (cgsD) transcriptional regulator CsgD [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131],gb|WP_000481500,cgsD,VF1138
VFG045792(gb|WP_000791650) (csgB) curlin minor subunit CsgB [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131],gb|WP_000791650,csgB,VF1138
VFG045793(gb|WP_000771429) (csgA) curlin major subunit CsgA [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131],gb|WP_000771429,csgA,VF1138
VFG045794(gb|WP_000992818) (csgC) curli assembly protein CsgC [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131],gb|WP_000992818,csgC,VF1138
VFG045818(gb|WP_001528154) (tsh) temperature-sensitive protein Tsh [Tsh (VF0233) - Effector delivery system (VFC0086)] [Escherichia coli O25b:H4-ST131],gb|WP_001528154,tsh,VF0233
VFG050157(gb|WP_001331698) (kpsF) Polysialic acid capsule expression protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_001331698,kpsF,VF0239
VFG050158(gb|WP_000905916) (kpsE) Capsule polysaccharide export inner-membrane protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_000905916,kpsE,VF0239
VFG050159(gb|WP_001331697) (kpsD) Polysialic acid transport protein precursor [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_001331697,kpsD,VF0239
VFG050160(gb|WP_000030755) (kpsU) 3-deoxy-manno-octulosonate cytidylyltransferase [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_000030755,kpsU,VF0239
VFG050161(gb|WP_000579525) (kpsC) Capsule polysaccharide export protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_000579525,kpsC,VF0239
VFG050162(gb|WP_001161829) (kpsS) Capsule polysaccharide export protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_001161829,kpsS,VF0239
VFG050163(gb|WP_000197083) (neuE) polysialic acid biosynthesis protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_000197083,neuE,VF0239
VFG050164(gb|WP_000723250) (neuC) UDP-N-acetylglucosamine 2-epimerase [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_000723250,neuC,VF0239
VFG050165(gb|WP_001259305) (neuA) N-acylneuraminate cytidylyltransferase [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_001259305,neuA,VF0239
VFG050166(gb|WP_000066003) (neuB) N-acylneuraminate-9-phosphate synthase [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_000066003,neuB,VF0239
VFG050167(gb|WP_000038461) (neuD) NeuD protein involved in sialic acid synthesis [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_000038461,neuD,VF0239
VFG050168(gb|WP_000590258) (kpsT) Polysialic acid transport ATP-binding protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_000590258,kpsT,VF0239
VFG050169(gb|WP_000124301) (kpsM) Polysialic acid transport protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88],gb|WP_000124301,kpsM,VF0239
VFG042845(gb|WP_003019818) (pilT) type IV pilus twitching motility protein PilT [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003019818,pilT,VF0458
VFG042846(gb|WP_003021793) (pilE5) type IV pilin protein [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021793,pilE5,VF0458
VFG042847(gb|WP_003015759) (pilD) A24 family peptidase [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003015759,pilD,VF0458
VFG042848(gb|WP_003029368) (pilE4) prepilin-type N-terminal cleavage/methylation domain-containing protein [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003029368,pilE4,VF0458
VFG042849 (pilE3/pilV) prepilin-type N-terminal cleavage/methylation domain-containing protein [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],pilE3/pilV,VF0458,VFC0001
VFG042850(gb|WP_003020879) (pilE2/pilE) prepilin-type N-terminal cleavage/methylation domain-containing protein [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020879,pilE2/pilE,VF0458
VFG042851(gb|WP_003020882) (pilE/pilA) Type IV pilus subunit [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020882,pilE/pilA,VF0458
VFG042852(gb|WP_003021177) (pilF) Type IV pilus assembly protein PilF [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021177,pilF,VF0458
"VFG042853(gb|WP_003021324) (pilB) Type IV pilus ATPase, pilus extension [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_003021324,pilB,VF0458
VFG042854(gb|WP_003021326) (pilC) Type IV pilus polytopic inner membrane protein [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021326,pilC,VF0458
VFG042855(gb|WP_003021368) (pilQ) Type IV pilus secretin PilQ [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021368,pilQ,VF0458
VFG042856(gb|WP_003021372) (pilP) Type IV pilus lipoprotein [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021372,pilP,VF0458
VFG042857(gb|WP_003015347) (pilO) Type IV pilus glycosylation protein [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003015347,pilO,VF0458
VFG042858(gb|WP_003018618) (pilN) Type IV pilus associated protein [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003018618,pilN,VF0458
VFG042859(gb|WP_003022044) (fimT/pilW) Type IV pilus subunit [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022044,fimT/pilW,VF0458
VFG044194(gb|WP_003028588) (FTT_RS09560) hypothetical protein [Rhizoferrin (VF0551) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003028588,FTT_RS09560,VF0551
VFG044195(gb|WP_003022876) (fslE) outer membrane siderophore receptor FslE [Rhizoferrin (VF0551) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022876,fslE,VF0551
"VFG044196(gb|WP_003022879) (fslD) MFS transporter, inner membrane protein responsible for uptake of the ferric-siderophore complex [Rhizoferrin (VF0551) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_003022879,fslD,VF0551
VFG044197(gb|WP_003022882) (fslC) diaminopimelate decarboxylase [Rhizoferrin (VF0551) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022882,fslC,VF0551
"VFG044198(gb|WP_003022885) (fslB) MFS transporter, inner membrane protein responsible for uptake of the ferric-siderophore complex [Rhizoferrin (VF0551) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_003022885,fslB,VF0551
VFG044199(gb|WP_003022888) (fslA) IucA/IucC family siderophore biosynthesis protein [Rhizoferrin (VF0551) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022888,fslA,VF0551
VFG044346(gb|WP_003020942) (fupA) outer membrane protein mediating high-affinity transport of ferrous iron [FupA (VF0550) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020942,fupA,VF0550
VFG046318(gb|WP_003020917) (FTT_RS04695) Type IV pilus glycosylation protein [Type IV pili (VF0458) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020917,FTT_RS04695,VF0458
VFG046465(gb|WP_003028672) (tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003028672,tufA,VF0460
VFG046483(gb|WP_003019870) (fsaP) surface adhesin protein FsaP [FsaP (VF0459) - Adherence (VFC0001)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003019870,fsaP,VF0459
VFG046501(gb|WP_003020782) (ompA) OmpA family protein [OmpA (VF0548) - Others (VFC0346)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020782,ompA,VF0548
"VFG046519(gb|WP_003020038) (dipA) bacterial surface protein, sel1 repeat family protein [DipA (VF0545) - Others (VFC0346)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_003020038,dipA,VF0545
VFG046537(gb|WP_003013806) (ripA) homooligomeric cytoplasmic membrane protein [RipA (VF0546) - Others (VFC0346)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003013806,ripA,VF0546
VFG046553(gb|WP_003021808) (acpA) acid phosphatase [Acid phosphatase (VF0547) - Stress survival (VFC0282)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021808,acpA,VF0547
VFG046569(gb|WP_003017204) (acpB) acid phosphatase [Acid phosphatase (VF0547) - Stress survival (VFC0282)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003017204,acpB,VF0547
VFG046582(gb|WP_003023398) (acpC) acid phosphatase [Acid phosphatase (VF0547) - Stress survival (VFC0282)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003023398,acpC,VF0547
VFG046595(gb|WP_003021189) (hapA) histidine acid phosphatase [Acid phosphatase (VF0547) - Stress survival (VFC0282)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021189,hapA,VF0547
VFG046610(gb|WP_003020688) (rpe) ribulose-phosphate 3-epimerase  [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020688,rpe,VF0543
VFG046628(gb|WP_003020689) (FTT_RS04105) sugar transferase [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020689,FTT_RS04105,VF0543
VFG046645(gb|WP_003020694) (galE) UDP-glucose 4-epimerase GalE [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020694,galE,VF0543
VFG046662(gb|WP_003020697) (FTT_RS04115) glycosyl transferase [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020697,FTT_RS04115,VF0543
VFG046680(gb|WP_003020700) (FTT_RS04120) ABC transporter ATP-binding protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020700,FTT_RS04120,VF0543
VFG046694(gb|WP_003020703) (FTT_RS04125) hydrolase [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020703,FTT_RS04125,VF0543
VFG046706(gb|WP_003025505) (FTT_RS04130) class I SAM-dependent methyltransferase [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003025505,FTT_RS04130,VF0543
VFG046718(gb|WP_003016706) (FTT_RS04135) LPS cholinephosphotransferase [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003016706,FTT_RS04135,VF0543
VFG046732(gb|WP_003020707) (FTT_RS04140) glycosyltransferase family 2 protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020707,FTT_RS04140,VF0543
VFG046747(gb|WP_003020709) (FTT_RS04145) glycosyltransferase family 2 protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020709,FTT_RS04145,VF0543
VFG046763(gb|WP_003020711) (FTT_RS04150) glycosyltransferase family 1 protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020711,FTT_RS04150,VF0543
VFG046781(gb|WP_003016697) (FTT_RS04155) pyrimidine 5'-nucleotidase [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003016697,FTT_RS04155,VF0543
VFG046799(gb|WP_003020726) (capA) poly-gamma-glutamate system protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020726,capA,VF0543
VFG046817(gb|WP_003016687) (capC) capsule biosynthesis protein CapC [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003016687,capC,VF0543
VFG046835(gb|WP_003020724) (capB) capsule biosynthesis protein CapB [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020724,capB,VF0543
VFG046853(gb|WP_003029539) (waaY) hypothetical protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003029539,waaY,VF0543
VFG046871(gb|WP_003021537) (waaL/rfaL) O-antigen ligase family protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021537,waaL/rfaL,VF0543
VFG046887(gb|WP_003021676) (lpxD2) UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021676,lpxD2,VF0542
VFG046903(gb|WP_003020229) (flmF2) glycosyl transferase family protein [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020229,flmF2,VF0542
VFG046921(gb|WP_003020232) (flmK) glycosyltransferase family 39 protein [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020232,flmK,VF0542
VFG046938(gb|WP_003014609) (lpxE) phosphatase PAP2 family protei [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003014609,lpxE,VF0542
VFG046955(gb|WP_003021532) (lpcC) glycosyl transferase family protein [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021532,lpcC,VF0542
VFG046972(gb|WP_003018480) (waaZ) glycosyl transferase family protein [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003018480,waaZ,VF0542
VFG046988(gb|WP_003022277) (manB) phosphomannomutase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022277,manB,VF0542
VFG047006(gb|WP_003022279) (manC) mannose-1-phosphate guanylyltransferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022279,manC,VF0542
"VFG047022(gb|WP_003029663) (wbtM) dTDP-D-glucose 4,6-dehydratase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_003029663,wbtM,VF0542
VFG047039(gb|WP_003018140) (wbtL) glucose-1-phosphate thymidylyltransferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003018140,wbtL,VF0542
VFG047055(gb|WP_003022283) (wbtK) glycosyltransferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022283,wbtK,VF0542
VFG047068(gb|WP_003022285) (wzx) O-antigen flippase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022285,wzx,VF0542
VFG047082(gb|WP_003022287) (wbtJ) formyltransferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022287,wbtJ,VF0542
VFG047095(gb|WP_003014989) (wbtI) DegT/DnrJ/EryC1/StrS family aminotransferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003014989,wbtI,VF0542
VFG047111(gb|WP_003022291) (wbtH) asparagine synthase (glutamine-hydrolyzing) [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022291,wbtH,glutamine-hydrolyzing
VFG047125(gb|WP_003022292) (wbtG) glycosyl transferase family protein [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022292,wbtG,VF0542
VFG047137(gb|WP_003022294) (wzy) membrane protein [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022294,wzy,VF0542
VFG047149(gb|WP_003029668) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003029668,wbtF,VF0542
VFG047162(gb|WP_003022298) (wbtE) nucleotide sugar dehydrogenase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022298,wbtE,VF0542
VFG047176(gb|WP_003014978) (wbtD) galacturonosyl transferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003014978,wbtD,VF0542
VFG047189(gb|WP_003014975) (wbtC) UDP-glucose 4-epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003014975,wbtC,VF0542
VFG047204(gb|WP_003025211) (wbtB) galactosyl transferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003025211,wbtB,VF0542
VFG047221(gb|WP_003022302) (wbtA) polysaccharide biosynthesis protein [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022302,wbtA,VF0542
VFG047239(gb|WP_003022463) (kdtA) 3-deoxy-D-manno-octulosonic-acid transferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022463,kdtA,VF0542
VFG047256(gb|WP_003027098) (lpxA/glmU) UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003027098,lpxA/glmU,VF0542
VFG047274(gb|WP_003014857) (lpxD) UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003014857,lpxD,VF0542
VFG047401(gb|WP_011242229) (feoB) Fe(2+) transporter permease subunit FeoB [FupA (VF0550) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_011242229,feoB,2+
VFG047416(gb|WP_003026320) (fmvB) magnesium-responsive outer membrane protein [FmvB (VF0549) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003026320,fmvB,VF0549
VFG047431(gb|WP_003016957) (bplA) biotin--[acetyl-CoA-carboxylase] ligase [Biotin synthesis (VF0552) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003016957,bplA,VF0552
VFG047461(gb|WP_003020969) (bioD) dethiobiotin synthetase [Biotin synthesis (VF0552) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020969,bioD,VF0552
VFG047478(gb|WP_003020972) (bioC) biotin synthesis protein BioC [Biotin synthesis (VF0552) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020972,bioC,VF0552
VFG047495(gb|WP_003020974) (bioF) 8-amino-7-oxononanoate synthase [Biotin synthesis (VF0552) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020974,bioF,VF0552
VFG047512(gb|WP_003020978) (bioB) biotin synthase [Biotin synthesis (VF0552) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020978,bioB,VF0552
VFG047529(gb|WP_003029409) (bioA) adenosylmethionine-8-amino-7-oxononanoate aminotransferase [Biotin synthesis (VF0552) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003029409,bioA,VF0552
VFG047546(gb|WP_003016401) (bioJ) lipase/esterase [Biotin synthesis (VF0552) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003016401,bioJ,VF0552
VFG047564(gb|WP_003020889) (purM) phosphoribosylaminoimidazole synthetase [Purine biosynthesis (VF0559) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020889,purM,VF0559
VFG047582(gb|WP_003020892) (purCD) fusion protein PurC/PurD [Purine biosynthesis (VF0559) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020892,purCD,VF0559
VFG047600(gb|WP_003021415) (ggt) gamma-glutamyltranspeptidase [GGT (VF0553) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021415,ggt,VF0553
VFG047618(gb|WP_003019748) (ileP) major facilitator transporter [IleP (VF0556) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003019748,ileP,VF0556
VFG047636(gb|WP_003027757) (ansP) major facilitator transporter [AnsP (VF0554) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003027757,ansP,VF0554
VFG047654(gb|WP_003020284) (gadC) glutamate:gamma-aminobutyric acid antiporter family protein [GadC (VF0555) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003020284,gadC,VF0555
VFG047672(gb|WP_003021043) (argP) amino acid antiporter [ArgP (VF0557) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003021043,argP,VF0557
VFG047690(gb|WP_003022616) (pyrB) aspartate carbamoyltransferase [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022616,pyrB,VF0558
VFG047708(gb|WP_003022611) (carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022611,carB,VF0558
VFG047726(gb|WP_003013939) (carA) carbamoyl phosphate synthase small subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003013939,carA,VF0558
VFG047748(gb|WP_003022122) (pdpA) Type VI secretion system spike complex protein [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022122,pdpA,VF0544
VFG047777(gb|WP_003022126) (pdpB) Type VI secretion system TssM homolog [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022126,pdpB,VF0544
"VFG047806(gb|WP_003022128) (iglE/tssJ) Type VI secretion system protein, TssJ homolog [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_003022128,iglE/tssJ,VF0544
VFG047834(gb|WP_003016192) (vgrG) Type VI secretion system secreted protein VgrG [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003016192,vgrG,VF0544
VFG047860(gb|WP_003022130) (iglF/clpV) Type VI secretion system secreted protein IglF [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022130,iglF/clpV,VF0544
VFG047889(gb|WP_003018233) (iglG) PAAR-like T6SS protein [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003018233,iglG,VF0544
VFG047917(gb|WP_003022137) (iglH) Type VI secretion system protein IglH [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022137,iglH,VF0544
"VFG047945(gb|WP_003016181) (dotU/tssL) Type VI secretion system  membrane complex protein, TssL homolog [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_003016181,dotU/tssL,VF0544
VFG047973(gb|WP_003016179) (iglI) Type VI secretion system protein IglI [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003016179,iglI,VF0544
VFG048002(gb|WP_003022141) (iglJ) Type VI secretion system protein IglJ [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022141,iglJ,VF0544
VFG048030(gb|WP_003022143) (pdpC) Type VI secretion system secreted protein PdpC [T6SS secreted effectors (VF1193) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022143,pdpC,VF1193
VFG048055(gb|WP_003022145) (pdpE) Type VI secretion system secreted protein PdpE [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022145,pdpE,VF0544
"VFG048082(gb|WP_003023944) (iglD/tssK) Type VI secretion system baseplate protein, TssK homolog [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_003023944,iglD/tssK,VF0544
"VFG048111(gb|WP_014367985) (iglC/hcp) Type VI secretion system tube protein, Hcp homolog [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_014367985,iglC/hcp,VF0544
